Image Link,Filename,Painting Title,Artist Name,Artist Filename,Painting Year,Artist Location/Birthplace,Color 1,Color 2,Color 3,Color 4,Color 5,Color 6,Color 7,Color 8,Main Color(s),Palette Source,Artist Birth Date,Genre/Style,Painting Period,color harmony
https://www.wikiart.org/en/walter-sickert/sir-alec-martin-1935,Sir_Alec_Martin.jpg,Sir Alec Martin,Walter Sickert,,1935,"Munich, Germany",#16546c,#606b71,#44453c,#9ea7ba,#b0b3c0,#929499,#73889a,#9ea4a8,"blue, gray",IMAGECOLORPICKER.com,"May 31, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/walter-sickert/variation-on-peggy-1935,Variation_on_Peggy.jpeg,Variation on Peggy,Walter Sickert,,1934-1935,"Munich, Germany",#7385a4,#4b554a,#7e605e,#6e788a,#1d251f,#21362f,#977473,#86948c,"green, blue, red",IMAGECOLORPICKER.com,"May 31, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/walter-sickert/clarence-gardens-camden-town,Clarence_Gardens.jpeg,"Clarence Garden, Camden Town",Walter Sickert,,(Unknown),"Munich, Germany",#47564c,#beb397,#8e8672,#696d7e,#1b1e16,#6a8567,#a0a6ad,#a2b597,green,IMAGECOLORPICKER.com,"May 31, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/walter-sickert/london-street-bath,London_Street_Bath.jpg,"London Street, Bath",Walter Sickert,,(Unknown),"Munich, Germany",#3a2c1c,#b29a7e,#593f28,#6e5c48,#6c552d,#dfc29d,#ebd7b6,#babfc1,beige,IMAGECOLORPICKER.com,"May 31, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/return-from-the-fields-1896,Return_from_the_Fields.jpg,Return from the Fields,Henri Martin,henri-martin.png,1890-1896,"Toulouse, France",#6d5b48,#cec5b8,#262223,#a59c88,#a38861,#402a24,#b2b49b,#8f8e6e,"beige, green, brown",IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/saint-cirq-lapopie-in-evening-1897,Saint-Cirq-Lapopie.jpg,Saint-Cirq-Lapopie in Evening,Henri Martin,,1920,"Toulouse, France",#bec39b,#57503c,#888e70,#a99562,#282d2d,#6d7468,#896e46,#8f9a8d,green,IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/recifs-1920,Recifs.jpg,Recifs,Henri Martin,,1920,"Toulouse, France",#64756f,#412e2b,#272b2b,#46443f,#b4b18b,#919782,#514128,#8c9d9d,blue,IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/the-church-at-labastide-1920,The_Church_at_Labastide.jpg,The Church at Labastide,Henri Martin,,1920,"Toulouse, France",#c7bfaf,#585b2e,#a2bcae,#19280f,#949dc2,#847d78,#40241a,#967a44,green,IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/church-by-the-river-1921,Church_by_the_River.jpg,Church by the River,Henri Martin,,1921,"Toulouse, France",#9f895b,#afbdca,#e0bb77,#3b4a58,#8c99a5,#596466,#733e30,#847026,"blue, green, beige ",IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/garden-of-luxembourg-1931,Garden_of_Luxembourg.jpg,Garden of Luxembourg,Henri Martin,,1931,"Toulouse, France",#444439,#cbc6a8,#8b8973,#696c74,#a0ae9e,#969ca8,#717e70,#1a2024,green,IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/church-in-winter,Church_in_Winter.jpg,Church in Winter,Henri Martin,,(Unknown),"Toulouse, France",#585446,#919081,#938665,#ebeae2,#29312f,#82846f,#b8a784,#41331a,(green),IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/collioure-and-red-roofs,Collioure_and_Red_Roofs.jpg,Collioure and Red Roofs,Henri Martin,,(Unknown),"Toulouse, France",#cabbb0,#5c5558,#819cbe,#adb7c3,#a28370,#252938,#7a8995,#603f1e,"blue, red",IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/cultivation-of-the-vines,Cultivation_of_the_Vines.jpg,Cultivation of the Vines,Henri Martin,,(Unknown),"Toulouse, France",#61654f,#9ab3cd,#c9d6d1,#a7bb6d,#252b2f,#849092,#3a302d,#9c9b63,green,IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/henri-martin/study-of-young-farmers,Study_of_Young_Farmers.jpg,Study of Young Farmers,Henri Martin,,(Unknown),"Toulouse, France",#766944,#323830,#ceb074,#ad8e50,#a09b7a,#97955e,#b8bd92,#48331f,green,IMAGECOLORPICKER.com,"August 5, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/roderic-oconor/parc-sous-la-lune-1940,Parc_Sous_la_Lune.jpg,Parc Sous La Lune,Roderic O'Conor,roderic-o-conor.jpg,1940,Ireland,#7e93a3,#1b171e,#9aafbd,#687582,#73848b,#405066,#40383e,#494c52,"blue, black",IMAGECOLORPICKER.com,"October 17, 1860","Post-Impressionism, Impressionism",(Unknown),
https://www.wikiart.org/en/roderic-oconor/landscape,Landscape.jpg,Landscape,Roderic O'Conor,,(Unknown),Ireland,#857a63,#333e3b,#d4ab8f,#acafc4,#7e6521,#9797a1,#5f351d,#b9af9e,"(pink, blue, green)",IMAGECOLORPICKER.com,"October 17, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/roderic-oconor/le-cap-canail-cassis,Le_Cap_Canail.jpg,"Le Cap Canail, Cassis",Roderic O'Conor,,(Unknown),Ireland,#632f42,#d4c9c2,#be8d22,#2b222b,#6b673b,#ae8b79,#d3c643,#3a8938,"green, yellow, purple, orange",IMAGECOLORPICKER.com,"October 17, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/roderic-oconor/breton-girl,Breton_Girl.jpeg,Breton Girl,Roderic O'Conor,,(Unknown),Ireland,#27180e,#d39976,#764e2c,#5a4429,#625438,#907f7e,#54464d,#9c4320,brown,IMAGECOLORPICKER.com,"October 17, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/roderic-oconor/la-colline-noire,La_Colline_Noire.jpg,La Colline Noire,Roderic O'Conor,,(Unknown),Ireland,#91a0ac,#746916,#182329,#818688,#523313,#c2bc94,#9f9321,#b3bc98,"green, blue",IMAGECOLORPICKER.com,"October 17, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/roderic-oconor/jeune-paysanne-bretonne,Jeune_Paysanne_Bretonne.jpg,Jeune Paysanne Bretonne,Roderic O'Conor,,(Unknown),Ireland,#353535,#adb7be,#aaaba3,#97a19e,#7f8689,#7f725a,#545a62,#656f6d,blue,IMAGECOLORPICKER.com,"October 17, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/roderic-oconor/un-bouquet,Un_Bouquet.jpg,Un Bouquet,Roderic O'Conor,,(Unknown),Ireland,#693526,#bdb885,#ca7234,#2c291e,#917f55,#a63e2a,#a1998d,#86605d,red,IMAGECOLORPICKER.com,"October 17, 1860",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/roderic-oconor/tate-tate-t00133-10-001still-life-with-bottles-1892,tate-tate-t00133-10-001.jpg!Large.jpg,Still Life with Bottles,Roderic O'Conor,,1892,"Tate Britain, London, UK",#827e9b,#772e28,#27435e,#24514b,#c4a7a3,#495b7e,#828ec6,#513141,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/roderic-oconor/the-glade-1892,roderic-o-conor-the-glade-1892-oil-on-canvas-92-x-59-6-cm-moma-270-1956.png!Large.jpeg,The Glade,Roderic O'Conor,,1892,,#d1bb58,#284f37,#896547,#c62c1b,#91b352,#505e70,#71739e,#518d50,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/roderic-oconor/bretonne-1890,roderic-o-conor-bretonne.jpg!Large.jpg,Bretonne,Roderic O'Conor,,1890,,#f4e0c1,#1b2c24,#f8d18d,#69362a,#b85f1e,#da7466,#272624,#812425,,IMAGECOLORPICKER.com,,,,
https://www.wikiart.org/en/santiago-rusinol/before-the-morphine-1890,Before_the_Morphine.jpg,Before the Morphine,Santiago Rusinol,santiago-rusinol.jpg,1890,"Barcelona, Spain",#d9c8a0,#685e42,#150d10,#3b261f,#aeb8ab,#a69458,#8e8f62,#959685,"(beige, gray, blue)",IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/santiago-rusinol/landmark-1892,Landmark.jpeg,Landmark,Santiago Rusinol,,1892,"Barcelona, Spain",#b2bab1,#758c3c,#416c2c,#9a9867,#e9e2b3,#b0cae4,#77a0b1,#928a7f,"yellow, blue, green",IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/santiago-rusinol/gardens-of-the-generalife-1895,Gardens_of_the_Generalife.jpg,Gardens of the Generalife,Santiago Rusinol,,1895,"Barcelona, Spain",#b2aea5,#202f22,#82724e,#9898a1,#575036,#ad8b38,#969f82,#5d7053,green,IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/santiago-rusinol/jard-n-abandonado-1898,Abandoned_Garden.jpg,Abandoned Garden,Santiago Rusinol,,1898,"Barcelona, Spain",#857164,#442d49,#ddab88,#e8d5a2,#d7d0c6,#b1ab9e,#4a4654,#b3ab84,"green, purple",IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/santiago-rusinol/white-farmhouse-bunyola-majorca-1902,White_Farmhouse.jpg,"White Farmhouse (Bunyola, Majorca)",Santiago Rusinol,,1902,"Barcelona, Spain",#4a6144,#bdbdae,#8a8d7b,#9aa5a0,#1b2525,#677b7a,#a1b4a7,#173e41,"green, blue, white",IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/santiago-rusinol/jard-n-de-las-eleg-as-son-moragues-1903,The_Garden_of_Elegies.jpg,The Garden of Elegies,Santiago Rusinol,,1903,"Barcelona, Spain",#1d221b,#c3a25e,#7a6d4b,#5b7551,#564e39,#8fab55,#565f60,#71868f,"green, blue, yellow",IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/santiago-rusinol/s-ller-on-the-north-coast-of-mallorca-1905,Soller.jpeg,Sóller on the North Coast of Mallorca,Santiago Rusinol,,1905,"Barcelona, Spain",#524341,#d3d4cd,#a3bbb9,#9a765e,#899da9,#768e8d,#131111,#6b6a7a,"blue, red",IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/santiago-rusinol/terraced-garden-in-mallorca-1911,Terraced_Garden.jpg,Terraced Garden in Mallorca,Santiago Rusinol,,1911,"Barcelona, Spain",#a6974a,#282a23,#ede4d3,#5e432c,#67633e,#ccb493,#eadc97,#e4b16e,green,IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/santiago-rusinol/the-landing-stage-1911,The_Landing_Stage.jpg,The Landing Stage,Santiago Rusinol,,1911,"Barcelona, Spain",#b48d75,#3f2721,#8b6551,#6a5d4c,#13100f,#9b9473,#675354,#978985,red,IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/santiago-rusinol/blue-courtyard-arenys-de-munt-1913,Blue_Courtyard.jpg,"Blue Courtyard, Arenys de Munt",Santiago Rusinol,,1913,"Barcelona, Spain",#1f242f,#a97b6b,#886150,#55473a,#5b685c,#cac6b4,#959f8f,#6a81a6,"blue, red, green ",IMAGECOLORPICKER.com,"June 30, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/harvesting-of-goemon-1891,Harvesting_of_Goemon.jpg,Harvesting of Goemon,Maxime Maufra,maxime-maufra.png,1891,"Nantes, France",#a9a2ce,#7f5840,#351c1a,#d3ac87,#d7c9c6,#5e2515,#897c96,#b37e56,"orange, red, blue, purple, green",IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/brittany-1892,Brittany.jpg,Brittany,Maxime Maufra,,1892,"Nantes, France",#dcd6d3,#4b5034,#938b6d,#698ab6,#afbbc5,#59647b,#141e23,#78865d,"blue, green",IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/pont-aven-red-sky-1892,Pont_Aven_Red_Sky.jpg,"Pont-Aven, Red Sky",Maxime Maufra,,1892,"Nantes, France",#caaa72,#e8f1ed,#2f332b,#bf7c3d,#c2c7b4,#e6dfae,#7f8970,#8b542c,"white, orange, blue",IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/the-cliffs,The_Cliffs.jpg,The Cliffs,Maxime Maufra,,1893,"Nantes, France",#33393f,#cfd9c8,#59545b,#6b8a82,#91b6a5,#a2a478,#797741,#8e8d92,blue,IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/the-leguenay-bridge-1894,The_Leguenay_Bridge.jpg,The Leguenay Bridge,Maxime Maufra,,1894,"Nantes, France",#33212b,#c3aaa2,#8b3a32,#9b573b,#74606e,#bb8a60,#e7d5c6,#d0c2ce,"red, purple",IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/the-three-cliffs-1894,The_Three_Cliffs.jpg,The Three Cliffs,Maxime Maufra,,1894,"Nantes, France",#352835,#d0c7c4,#989077,#a29db1,#7b836f,#67677e,#b0b6a5,#6f5e46,"green, purple, blue",IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/the-black-cliffs-at-thurso-1895,The_Black_Cliffs_at_Thurso.jpg,The Black Cliffs at Thurso,Maxime Maufra,,1895,"Nantes, France",#beaf97,#90a1a1,#231419,#806345,#556565,#7988a4,#553331,#ab4439,"red, blue",IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/douarnenez-october-landscape-1896,Douarnenez.jpg,"Douarnenez, October Landscape",Maxime Maufra,,1896,"Nantes, France",#6a6a47,#303425,#c4c3bd,#ccb690,#aa9865,#a1a391,#473925,#8e9c6b,green,IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/twilight-1896,Twilight.jpg,Twilight,Maxime Maufra,,1896,"Nantes, France",#56493e,#be8d66,#15171a,#9c8974,#96725a,#897a75,#a8ad9d,#2e1a14,"orange, blue, black",IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/maxime-maufra/breton-landscape-1897,Breton_Landscape.jpg,Breton Landscape,Maxime Maufra,,1897,"Nantes, France",#c7c8bc,#a9bec0,#57492d,#8da3af,#9b8467,#6e6a69,#140b0e,#2f140e,"blue, green",IMAGECOLORPICKER.com,"May 17, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/jozsef-rippl-ronai/twilight-in-an-intimate-room-1892,Twilight_in_an_Intimate_Room.jpg,Twilight in an Intimate Room,Jozsef Rippl-Ronai,jozsef-rippl-ronai.png,1892,"Kaposvár, Hungary",#2d2414,#80756e,#b29b95,#92929a,#5c4f43,#69665f,#4a4539,#605a5e,brown,IMAGECOLORPICKER.com,"May 23, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/jozsef-rippl-ronai/a-park-at-night-1895,A_Park_at_Night.jpeg,A Park at Night,Jozsef Rippl-Ronai,,1892-1895,"Kaposvár, Hungary",#092030,#19484f,#2b6069,#afc06a,#040413,#1f5364,#748494,#848c8c,blue,IMAGECOLORPICKER.com,"May 23, 1861","Post-Impressionism, Symbolism",(Unknown),
https://www.wikiart.org/en/jozsef-rippl-ronai/aristide-maillol-1899,Aristide.jpg,Aristide Maillol,Jozsef Rippl-Ronai,,1899,"Kaposvár, Hungary",#b37a57,#25100b,#5f392e,#e6c392,#8f9bb0,#e89d65,#954622,#a63220,brown,IMAGECOLORPICKER.com,"May 23, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/jozsef-rippl-ronai/uncle-piacsek-in-front-of-the-black-sideboard-1906,Uncle_Piacsek.jpg,Uncle Piacsek in front of the Black Sideboard,Jozsef Rippl-Ronai,,1906,"Kaposvár, Hungary",#7a5950,#eecb82,#b8b8d5,#5a3732,#28252a,#8a88a9,#bb7f60,#c4b7a1,"yellow, blue",IMAGECOLORPICKER.com,"May 23, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/jozsef-rippl-ronai/manor-house-at-k-rtv-lyes-1907,Manor_House.jpg,Manor-House at Körtvélyes,Jozsef Rippl-Ronai,,1907,"Kaposvár, Hungary",#66623f,#dbd1af,#849cb3,#ce9658,#97a15a,#a96b40,#394732,#969a85,green,IMAGECOLORPICKER.com,"May 23, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/jozsef-rippl-ronai/parisian-interior-1910,Parisian_Interior.jpg,Parisian Interior,Jozsef Rippl-Ronai,,1910,"Kaposvár, Hungary",#77342c,#2e4a4c,#bcb5b1,#a88d69,#cfb283,#d38c47,#b84333,#84664d,"red, yellow",IMAGECOLORPICKER.com,"May 23, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/jozsef-rippl-ronai/still-life-with-oranges,Still_Life_with_Oranges.jpg,Still Life with Oranges,Jozsef Rippl-Ronai,,(Unknown),"Kaposvár, Hungary",#364e3a,#cf4b37,#ccc7b2,#6f5445,#c69254,#7285b0,#96473c,#917270,red,IMAGECOLORPICKER.com,"May 23, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/jozsef-rippl-ronai/girl-dressed-up-in-blue,Girl_Dressed_Up_in_Blue.jpg,Girl Dressed Up in Blue,Jozsef Rippl-Ronai,,(Unknown),"Kaposvár, Hungary",#7d6534,#83b1ba,#e29b57,#a4a891,#474c2f,#e4c697,#decfb8,#bf9a5d,"green, blue, orange",IMAGECOLORPICKER.com,"May 23, 1861",Post-Impressionism,(Unknown),
https://www.wikiart.org/en/jozsef-rippl-ronai/jeune-femme-de-paris,Jeune_Femme_de_Paris.jpg,Jeune Femme de Paris,Jozsef Rippl-Ronai,,(Unknown),"Kaposvár, Hungary",#4d463d,#c48e77,#896e5d,#878a9d,#222820,#696675,#727474,#9fa6ae,brown,IMAGECOLORPICKER.com,"May 23, 1861",Post-Impressionism,(Unknown),
,camille-pissarro-a-path-in-the-woods-pontoise.jpg,A Path In The Woods Pontoise,Camille Pissarro,camille-pissarro.png,1879,,#5e4132,#c9bcae,#a9b5c2,#221010,#9c8669,#8e99aa,#996c4a,#746d73,,IMAGECOLORPICKER.com,,,,
,camille-pissarro-apple-picking-at-eragny-sur-epte-1888.jpg,Apple Picking At Eragny Sur Epte,Camille Pissarro,,1888,,#d0a26a,#4a2714,#72391f,#f5dcb7,#7e5a3f,#97601c,#9f643f,#f5d79e,,IMAGECOLORPICKER.com,,,,
,camille-pissarro-big-walnut-tree-at-eragny.jpg,Big Walnut Tree At Eragny,Camille Pissarro,,1892,,#b7925f,#dec8c3,#3d4318,#ceafa7,#7f6c22,#703b22,#797043,#eccf9a,,IMAGECOLORPICKER.com,,,,
,camille-pissarro-boulevard-montmartre-night-effect.jpg,Boulevard Montmartre Night Effect,Camille Pissarro,,1897,,#42474b,#b5956b,#7c6753,#8a826e,#191923,#686f7d,#9caca9,#94a1ae,,IMAGECOLORPICKER.com,,,,
,camille-pissarro-boulevard-montmartre-spring.jpg,Boulevard Montmartre Spring,Camille Pissarro,,1897,,#9d7838,#e8deb5,#3b24b,#5d35f,#d8ad5f,#654b1f,#dac88c,#baa378,,IMAGECOLORPICKER.com,,,,
,camille-pissarro-lhermitage-at-pontoise.jpg,Lhermitage At Pontoise,Camille Pissarro,,1867,,#ceccac,#5751d,#a4cfed,#9e7e27,#19155,#79882e,#91a39b,#707153,,IMAGECOLORPICKER.com,,,,
,camille-pissarro-peasants-houses-eragny-1887.jpg,Peasants Houses Eragny,Camille Pissarro,,1887,,#9dab80,#34603d,#d2ddd7,#658a33,#ddd3aa,#5a815e,#565659,#bdde8a,,IMAGECOLORPICKER.com,,,,
,camille-pissarro-pontoise-the-road-to-gisors-in-winter.jpg,Pontoise The Road To Gisors In Winter,Camille Pissarro,,1887,,#988257,#352915,#ebece9,#c3b697,#5a3e1b,#e1d0a1,#d7b97a,#725520,,IMAGECOLORPICKER.com,,,,
,camille-pissarro-sunset-at-st-charles-eragny-1891.jpg,Sunset At St Charles Eragny,Camille Pissarro,,1891,,#8a792f,#3925d,#f0e7ce,#eddb97,#63371a,#bea592,#d5ad46,#b0aa42,,IMAGECOLORPICKER.com,,,,
,camille-pissarro-the-artists-garden-at-eragny-1898.jpg,The Artists Garden At Eragny,Camille Pissarro,,1898,,#dee5dc,#798034,#354dd,#b39a51,#aeb085,#d2c685,#533fd,#b8d17e,,IMAGECOLORPICKER.com,,,,
https://g.co/arts/Fbpakfn3boWvXzMk9,edvard-munch-anxiety.jpg,Anxiety,Edvard Munch,edvard-munch.png,1894,,#c18d5b,#243039,#835e50,#b1292c,#94a282,#4e5671,#546a68,#8a8a9d,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://g.co/arts/toxDTzZvNVzzQvXW8,edvard-munch-ashes.jpg,Ashes,Edvard Munch,,1925,,#d7b492,#352d2e,#885342,#8eaa98,#506f60,#bb4936,#5a5468,#8c8f9d,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://g.co/arts/LoHiWzPdBhCzg3Rr7,edvard-munch-death-in-the-sickroom.jpg,Death In The Sickroom,Edvard Munch,,1893,,#ad6947,#303531,#88573f,#357a63,#8f9e88,#c6bca6,#405c5e,#84918d,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://www.edvardmunch.org/jealousy.jsp,edvard-munch-jealousy.jpg,Jealousy,Edvard Munch,,1895,,#473728,#c8815b,#995d40,#74674d,#1914d,#716b94,#a5957c,#b73b27,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://www.edvardmunch.org/night-in-saint-cloud.jsp,edvard-munch-night-in-saint-cloud.jpg,Night In Saint Cloud,Edvard Munch,,1890,,#3c3e3a,#6a837e,#6f6053,#99a89e,#131213,#596a6c,#859b9c,#9f927b,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://www.edvardmunch.org/puberty.jsp,edvard-munch-puberty.jpg,Puberty,Edvard Munch,,1894,,#cfb77d,#32211b,#846a3c,#999f5d,#676235,#5e4d57,#af5122,#94888d,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://g.co/arts/nBxKU16GzJmMqA7j8,edvard-munch-self-portrait-in-hell.jpg,Self Portrait In Hell,Edvard Munch,,1903,,#312b25,#834e29,#b08737,#5f3a24,#907e3b,#64572d,#5d6a5c,#9c444,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://g.co/arts/oFQCTBAE2RTmwsKj9,edvard-munch-separation.jpg,Separation,Edvard Munch,,1896,,#78695d,#2b2a2a,#e2c58b,#d3ae73,#b6986f,#7a4327,#5e2a1e,#b6ada5,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://g.co/arts/zuQg8VXgtoxkUNqaA,edvard-munch-shore-with-red-house.jpg,Shore With Red House,Edvard Munch,,1904,,#928a83,#29363a,#d8b49c,#61362e,#765835,#51616c,#8eabbe,#bbc6b7,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://g.co/arts/ctFBScYcqWHZkei4A,edvard-munch-the-dance-of-life.jpg,The Dance Of Life,Edvard Munch,,1925,,#39453d,#ebdabb,#d44d26,#965f55,#625883,#99b696,#608661,#9a7ca7,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://www.edvardmunch.org/the-kiss.jsp,edvard-munch-the-kiss.jpg,The Kiss,Edvard Munch,,1897,,#b8acab,#e1012,#65514e,#797d94,#7f97b1,#984329,#424d53,#3d4058,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://www.edvardmunch.org/the-scream.jsp,edvard-munch-the-scream.jpg,The Scream,Edvard Munch,,1893,,#d77945,#352b23,#a36d4a,#72523c,#b59e7b,#7e6f5b,#6d6c83,#c53422,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://www.edvardmunch.org/the-sick-child.jsp,edvard-munch-the-sick-child.jpg,The Sick Child,Edvard Munch,,1885,,#2b332f,#c5c0ac,#767362,#919e94,#586e5f,#a45434,#565e66,#88929d,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://g.co/arts/tZFGBnWw7rUHbFNE7,edvard-munch-the-voice.jpg,The Voice,Edvard Munch,,1896,,#d0c1a2,#273a3f,#1e90b7,#66888c,#70b4c5,#2d6c84,#755745,#45646c,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://g.co/arts/oBDA3FJQ14ZARxmE8,edvard-munch-train-smoke.jpg,Train Smoke,Edvard Munch,,1900,,#364746,#b39c8f,#938686,#6a7687,#b7bbad,#929ea6,#182232,#6f805c,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://g.co/arts/DFVSUMBWGD4Zkr41A,edvard-munch-vampire.jpg,Vampir,Edvard Munch,,1895,,#2e2a37,#c18b77,#7e483c,#5a3f3d,#46465e,#97897f,#5f5c5d,#80727d,,IMAGECOLORPICKER.com,"December 12, 1863",Expressionism,,
https://www.vangoghgallery.com/painting/starry-night.html,the_starry_night.jpg,The Starry Night,Vincent Van Gogh,vincent-van-gogh.png,1889,,#4a6289,#b5b892,#1d211f,#97afab,#1a2555,#7590c1,#879691,#3b4548,,IMAGECOLORPICKER.com,,Post-Impressionism,,
https://www.vangoghmuseum.nl/en/collection/s0031V1962,sunflowers.jpg,Sunflowers,Vincent Van Gogh,,1889,,#bda42e,#495a20,#dfd55a,#796a19,#946710,#79460e,#bda86a,#9da59e,,IMAGECOLORPICKER.com,,Post-Impressionism,,
https://www.vangoghmuseum.nl/en/collection/s0176V1962,almond-blossom.jpg,Almond Blossom,Vincent Van Gogh,,1890,,#598e8d,#c1bfa5,#404c3a,#9ba187,#215859,#2a434d,#a8ccbb,#92c1cd,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Wheatfield_with_Crows,Wheatfield_with_Crows.jpg,Wheatfield with Crows,Vincent Van Gogh,,1890,,#d4b753,#424241,#6387b8,#a1833b,#395f91,#a5b9b4,#788a80,#bc643c,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/The_Potato_Eaters,the-potato-eaters.jpg,The Potato Eaters,Vincent Van Gogh,,1885,,#181d14,#a79d62,#6d683a,#434429,#525c3d,#8b9470,#4b5255,#848a8d,,IMAGECOLORPICKER.com,,,,
https://en.wikipedia.org/wiki/Self-Portrait_with_Bandaged_Ear,Self-portrait_with_bandaged_ear.jpg,Self Portrait with Bandaged Ear,Vincent Van Gogh,,1889,,#396d6b,#c7d3aa,#9bc5b6,#949075,#20252d,#71a3bd,#bd4c4c,#343f28,,IMAGECOLORPICKER.com,,,,
